pID,CS_Type,Connection 1,Connection 2,Connection 3,Connection 4,Connection 5,Connection 6,Connection 7,Connection 8,Connection 9,Connection 10,Connection 11,Connection 12,Connection 13,Connection 14,Connection 15,Connection 16,Connection 17,Connection 18,Connection 19,Connection 20,Connection 21,Connection 22,Connection 23,Connection 24,Connection 25,Connection 26,Connection 27,Connection 28,Connection 29,Connection 30
19,CSpACQ,0.06306811356,-0.01081943044,0.2413114237,0.6858470824,1.212320977,0.07934066532,0.03678737089,0.04931520216,0.5575959581,0.7105326665,-0.1648334714,0.3375368139,0.946030193,-0.412288656,-1.23234887,1.403763744,0.2253139377,0.4545893354,0.9096758664,1.839424135,0.7725683214,0.4790518355,-0.03596465778,0.1735082097,1.46775857,0.3845103684,0.174416401,-0.03555141811,0.09377573463,0.3744501373
20,CSpACQ,-0.09488984916,0.01453603262,-0.08224848606,-0.07359098656,-0.1236065369,-0.07055114788,-0.07885941846,-0.01410562438,-0.4321444519,-0.2909197504,0.04733231662,-0.4286505599,0.574000673,0.156808851,-0.08633563206,-0.3036809457,-0.09193800565,0.5507771094,-0.2639514391,-0.7545386586,-0.02132393311,-0.3961554577,0.03271364869,-0.0431056652,0.7356446467,-0.05263323395,-0.2068562109,-0.01120991496,-0.09668808467,0.495930462
21,CSpACQ,0.3515327733,-0.04250078745,0.2315899829,0.7550699821,1.012907925,0.2849734982,-0.03558942364,0.1673393953,0.8712475345,0.643023546,-0.1165219976,-0.1413074511,-0.03893950506,-0.02414315936,-1.175612013,1.282619223,1.075742436,0.1486702395,0.9986907575,0.3191250822,0.2913115215,0.4057171441,0.01850502013,0.07132457818,0.9753201606,0.2158985208,0.1548637453,-0.1195351707,0.01326394454,0.4537343239
22,CSpACQ,0.5135743645,0.08089934858,0.02648535605,-0.2196233997,-0.5196676028,0.3988264441,0.01305294268,0.1255283888,0.04041584931,-0.2551568507,0.5868626668,0.1050045709,-0.3633625694,-0.8563592015,-2.10901229,0.03871353039,0.3148470264,-0.09582933434,0.002083538266,0.09274760852,-0.1216494559,0.004325157777,-0.050191217,-0.02628020775,1.321732078,-0.1136412598,-0.08714642474,-0.05709905675,-0.01474248363,0.4603801139
23,CSpACQ,-0.04489418473,0.06473324307,0.05992374253,0.02610133393,-0.1638975003,-0.02302169518,0.2982134743,0.1747578057,0.4818112066,0.6027891526,0.3198776503,2.210329916,0.1312542007,1.684766516,0.2044558812,0.2468755299,0.954083644,0.07228779055,0.9552175196,0.1717110364,0.02603305737,0.2819487445,0.1261984707,0.104925535,0.01252796297,-0.02148475277,0.3203063177,0.02015486465,0.02637954657,0.1820858068
24,CSpACQ,0.2487582967,-0.06712848282,0.03364494375,0.7661185049,-0.08720715854,0.1473559884,-0.008777108982,-0.01590812549,0.3446959927,0.1271929413,-0.4401678825,-0.08308792013,0.3689843816,1.041604129,3.317285507,0.1767025833,-0.111133359,0.2737138878,-1.163691518,-0.6744412953,0.1725475419,0.1327912875,0.03842874399,-0.06145151554,0.8238909898,-0.03512665336,0.03371847055,0.09352552704,-0.02546479832,0.5783825281
25,CSpACQ,0.9782599653,-0.2049353625,-0.2766418713,-0.4311152978,-0.8665439333,0.5397623834,-0.1703808108,-0.1561971912,-0.1636808864,0.2486285878,-0.6781016205,-0.9960473624,0.6024841398,1.297989347,-0.02487442248,-1.146555248,-1.144801707,0.7812903311,1.970288839,1.739080496,-0.09512149219,-0.06833781432,0.06967659854,0.08130738887,0.60084299,-0.1184048656,0.04863047637,-0.006598848802,0.05008830381,0.4279346763
26,CSpACQ,0.769933409,0.2827305531,0.1551767232,0.9674671088,0.8336116765,0.8869373599,0.133757939,0.09707784755,0.5966749665,0.4919289265,1.953419708,0.8423799577,0.3022913448,0.6896675599,0.8027509993,0.9019366487,0.5104163745,0.2314074346,1.256366266,1.62508708,0.7642475078,0.408470391,0.07594504365,0.172123249,0.8432382287,0.6809613144,0.3458812979,0.09198791524,0.2294314668,0.8638292311
27,CSpACQ,0.7405324462,-0.02460133009,-0.01023040632,0.3745542445,0.8257242868,0.4784895362,0.0125649158,-0.0008175785861,0.2710413198,0.1438621754,-0.5689557481,0.4408387106,0.8232899897,0.6662191921,0.1265582193,-0.03509274288,0.06808313147,0.1999287601,-1.072332316,-1.89086534,0.08481070187,0.08998089431,0.005068824962,-0.1181772749,0.7439716763,0.1568608727,0.03916964751,0.0008711876327,-0.103382003,0.5888491696
28,CSpACQ,0.2873867115,0.02430649665,0.00469405012,0.37256326,0.8615061831,0.3698079663,0.1052033696,-0.1140527165,0.6179744542,0.6813908121,0.3712425445,0.9982304243,0.2518992331,0.3343056551,0.4532891614,0.09332400112,-0.468941058,0.1173004737,-0.3134083633,-0.3423687833,0.8914338659,1.150161582,0.075503473,-0.07901817692,1.5114591,0.7729136948,0.5272949469,0.03821418971,-0.03819540934,0.5891010861
